"name","sku","description","type"
"Kuan Yin's Lordly Pose Embellished Card","KY-LP-NE-EMB","Kuan Yin's Lordly Pose","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope"
"Full Moon Buddha Card","AW-FMB-PL","""Ascending World Collection""
Greeting Card With White Envelope","
Buddha in the Desert Under a Full Moon Card"
"Mother Of The World Card","NR-MW-1-PL","Mother Of The World, By Nicholas Roerich, 1937","
Greeting Card With Matching Envelope"
"Mother Of The World Card","NR-MW-2-PL","Mother Of The World (Second Painting), By Nicholas Roerich, 1937","
Greeting Card With Matching Envelope"
"Madonna Oriflamma Card","NR-MA-OR-PL","Madonna Oriflamma With Peace Banner, By Nicholas Roerich, 1932","
Greeting Card With Matching Envelope"
"Prayer of Saint Francis Card","NR-SF-PL","Prayer of Saint Francis, Painting By Nicholas Roerich","
Greeting Card With Matching Envelope"
"Star of The Hero Card","NR-HERO-PL","Star of The Hero, By Nicholas Roerich","
Greeting Card With Matching Envelope"
"And We Do Not Fear Card","NR-NF-PL","And We Do Not Fear Card, By Nicholas Roerich","
Greeting Card With Matching Envelope"
"Earth's Guardian Angel Card","E-GA-PL","Earth's Guardian Angel Card","
Greeting Card With Matching Envelope"
"Christ With Mary Card","CHR-MAR-PL","Christ With Mary Card","
Greeting Card With Matching Envelope"
"Kuan Yin Temple Wood Card","KY-TWC-PL","Bodhisattva Kuan Yin Temple Wood Carving Card","
Greeting Card With Matching Envelope"
"Peony Mandala Card","AW-PEON-PL","Ascending World Collection
Greeting Card With White Envelope","
Peony Mandala"
"Awakening Card","AW-AWAK-PL","Ascending World Collection 
Greeting Card With White Envelope","
White Peakock, Symbol of Awakening"
"Ellies' Journey","AW-EL-JRN-PL","Ascending World Collection
Greeting Card With Matching Envelope","
Ellie's Journey, Elephant Family Travelling Under the Starry Night Sky"
"Crystal DNA Card","AW-DNA","Ascending World Collection 
Greeting Card With Matching Envelope","
Galactic Star Being With a Crystal DNA Structure"
"Buddha's Blessing Card","AW-BUD-BLES-PL","""Ascending World Collection""
Greeting Card With Matching Envelope","
illuminated Buddha Offering Blessings, Card"
"Buddha's Radiance Card","AW-BUD-RAY-PL","""Ascending World Collection""
 ","
Buddha's Radiance Card, With Matching Envelope"
"Buddha Universe Card","AW-BUD-U-PL","Ascending World Collection
Greeting Card With White Envelope","
Buddha Universe Card"
"Dolphin Pod Card","AW-DOL-POD-PL","Ascending World Collection
Greeting Card With White Envelope","
Dolphin Pod Card"
"Mystical Egypt Card","AW-MY-EG-PL","Ascending World Collection Mystical Egypt Card
Greeting Card With Matching Envelope","
Galactic Pharaoh of Mystic Egypt Card"
"&quot;Hummer Thank You&quot; Card","M-TNK-PL","Emerald Hummingbird And White Flower Thank You Card","
Greeting Card With Matching Envelope"
"&quot;Chakras Happy Birthday&quot; Card","M-HB-2-PL","Seven Chakras Happy Birthday Card","
Greeting Card With Matching Envelope"
"Mary And Child Under Riza Card","MC-RIZA","Orthodox Icon Of Mary And Child Under A Metal Riza Card","
Greeting Card With Matching Envelope"
"&quot;Life's A Beach&quot; Card","BECH-PL ","Dog And Elephant Sitting On a Bench On The Beach","
Greeting Card With Matching Envelope"
"Blue Bird Card","BL-BIRD-PL","Blue Bird Sitting On a Leaf On Water","
Greeting Card With Matching Envelope"
"Pink Peony Card","PEO-PK-PL","Pink Peony Flower ","
Greeting Card With Matching Envelope"
"Iris Flower Card","IRIS-PL","Closeup Of An Iris Flower Card","
Greeting Card With Matching Envelope"
"Cymbidium Orchid Card","OR-CYM-PL","Cymbidum Orchid Card","
Greeting Card With Matching Envelope"
"Guardians Card","GUARD-PL","Guardians and The Small Child Card","
Greeting Card With Matching Envelope"
"Blue Lotus Card","LOT-BLU-PL","Blue Lotus Flower Card","
Greeting Card With White Envelope"
"Peach Cream Rose Card","ROS-PCH-PL","Peach Cream Rose Card","
Greeting Card With Matching Envelope"
"Red Beauty Card","ROS-RED-PL","Red Beauty Rose Card","
Greeting Card With Matching Envelope"
"Guardian Angel Card","GA-PS-PL","Guardian Angel Card","
Greeting Card With Matching Envelope"
"Kuan Yin Metallic Process Card","KY-MET-PL","Kuan Yin On The Dragon Card, Metallic Printing Process","
Greeting Card With Matching Envelope"
"Purple Water Lily Card","LIL-PUR-PL","Purple Water Lily Card","
Greeting Card With Matching Envelope"
"Mellow Yellow Card","ROS-YEL-PL","Mellow Yellow Rose Card","
Greeting Card With Matching Envelope"
"White Lotus Card","LOT-WHT-PL","White Lotus Card","
Greeting Card With Matching Envelope"
"Swan Splendor Card","AW-SW-SP-PL","White Swan Rising Over Water ","
Greeting Card With Matching Envelope"
"Warrior Michael Embellished Print","AR-MIC-EMB-PR","Archangel Michael, The Warrior Angel in Full Armor
Custom Print, Hand-Embellished With Glitter and Crystals","
<p class=""smallprint"">His name means ""Who is as God.""<br />Michael is the Chief of the Archangels, and is the Angel of Repentance, Righteousness, Mercy and Sanctification.<br />He is also known as ""The Prince of Light,"" a spiritual<br />warrior who wages war against the sons of darkness."
"Michael Embellished Print","MIC-BLK-EMB-PR","Archangel Michael Holding Sword and Staff
Custom Print, Hand-Embellished With Glitter and Crystals","
<p class=""smallprint"">His name means ""Who is as God.""<br />Michael is the Chief of the Archangels, and is the Angel of Repentance, Righteousness, Mercy and Sanctification.<br />He is also known as ""The Prince of Light,"" a spiritual<br />warrior who wages war against the sons of darkness."
"Kuan Yin On a Pink Lotus Embellished Print","KY-PL-EMB-PR","""Listen to the deeds of Kuan Yin responding compassionately on every side with great vows, deep as the ocean, through inconceivable periods of time, serving innumerable Buddhas, giving great, clear, and pure vows. To hear her name, to see her body, to hold her in the heart, is not in vain, for she can extinguish the suffering of existence."" ~ From the Buddhist Lotus Sutra","
Custom Print, Hand-Embellished With Glitter and Crystals "
"Goddess Kuan Yin Riding The Dragon Print","KY-LI-EMB-PR","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'
 ","
Custom Print, Hand-Embellished With Glitter and Crystals"
"Kuan Yin's Lordly Pose Embellished Print","KY-LP-NE-EMB-PR","""Listen to the deeds of Kuan Yin responding compassionately on every side with great vows, deep as the ocean, through inconceivable periods of time, serving innumerable Buddhas, giving great, clear, and pure vows. To hear her name, to see her body, to hold her in the heart, is not in vain, for she can extinguish the suffering of existence."" ~ From the Buddhist Lotus Sutra","
Custom Print, Hand-Embellished With Glitter and Crystals"
"Kuan Yin Riding The Dragon Embellished Print","KY-DR-2-EMB-PR","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'","
Custom Print Hand-Embellished With Glitter and Crystals"
"Mother Mary Embellished Print","MAR-CR-EMB-PR","Mother Mary With a Rosary Embellished Print","
Custom Print, Hand-Embellished With Glitter and Crystals"
"&quot;Abundance Blessings&quot; Card","M-ABU-2-PL","Abundance Blessings, Hindu Goddess Lakshmi Card","
Greeting Card With Matching Envelope"
"&quot;Peace&quot; Card","M-PEAC-PL","Peace Card, Verse By John Lennon","
Greeting Card With Matching Envelope"
"&quot;Wishes For You&quot; Card","M-WISH-PL","May All Your Wishes Come True Card","
Greeting Card With Matching Envelope"
"&quot;Joy To You&quot; Card","M-JOY-PL","Ever-New Joy To You Card","
Greeting Card With Matching Envelope"
"&quot;Your Journey&quot; Card","M-YJ-PL","Your Journey Card","
Greeting Card With Matching Envelope"
"Kingfisher Card","KING-PL","Kingfisher Catching Dinner Card","
Greeting Card With Matching Envelope"
"Kuan Yin And Dragon Card","KY-DG-3-PL","Kuan Yin And Dragon On Sortmy Seas Card","
Greeting Card With Matching Envelope"
"Kuan Yin On Pink Lotus Card","KY-PL-PL","Kuan Yin On a Pink Lotus, Holding a Willow Branch And a Jar With The Nectar of Compassion.","
Greeting Card With Matching Envelope"
"Kuan Yin Triptych Card","KY-TRI-PL","Kuan Yin Triptych Card, Three-Panaled Kuan Yin Painting","
Greeting Card With Matching Envelope"
"Be Well Buddha Candle","CAN-M-WELL","Be Well Medicine Buddha Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Green Tara Candle","CAN-GT-2","<span class=""normal"">Green Tara, Mother of Compassion, Candle</span>
<span class=""normal""><br /></span>
<span class=""normal""><br /></span>","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Durga Candle","CAN-DUR-3","<span class=""normal"">Goddess Durga, Fierce Mother of Compassion, Candle</span>
<span class=""normal""><br /></span>","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Lakshmi Candle","CAN-LAK-EL","<span class=""normal"">Goddess Lakshmi Candle</span>
<span class=""normal""><br /></span>","
<span class=""normal"">3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours.</span>"
"Michael Candle","CAN-MIC-RD","Archangel Michael Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Virgin And Angels Candle","CAN-VIR-ANG","Virgin Mary And The Angels Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Shiva Candle","CAN-SHI-D","<span class=""normal"">Lord Shiva Candle</span>","
<span class=""normal"">3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours.</span>"
"Saraswati Candle","CAN-SAR-ST","<span class=""normal"">Goddess Saraswati Candle</span>","
<span class=""normal"">3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours.</span>"
"Krishna And Radha Candle","CAN-K&R-2 ","Krishna And Radha, The Divine Couple, Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Jesus Candle","CAN-JE-LO","Jesus In The Wilderness Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Happy Birthday Chakras Candle","CAN-M-HB-2","Happy Birthday Chakras Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Mother And Child Candle","CAN-M&C","Mother And Child Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"Kali Candle","CAN-KALI","Maha Kali Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
"White Tara Candle","CAN-WT-PB-2","White Tara Candle","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours."
